ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location
0242 055 020615,0242,055,1919 W LOMBARD ST,02/06/2015,CARROLLTON RIDGE,SOUTHERN,9,"(39.28594057, -76.6475633)"
0242 056 121014,0242,056,1917 W LOMBARD ST,12/10/2014,CARROLLTON RIDGE,SOUTHERN,9,"(39.28594272, -76.64751392)"
0242 058 011708,0242,058,1913 W LOMBARD ST,01/17/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28594698, -76.64741514)"
0242 061 111315,0242,061,1907 W LOMBARD ST,11/13/2015,CARROLLTON RIDGE,SOUTHERN,9,"(39.28595338, -76.64726698)"
0242 063 011708,0242,063,1903 W LOMBARD ST,01/17/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28595769, -76.64716757)"
0242 065 120115,0242,065,102 S MONROE ST,12/01/2015,CARROLLTON RIDGE,SOUTHERN,9,"(39.28601059, -76.64702596)"
0242 066 021308,0242,066,104 S MONROE ST,02/13/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28597742, -76.64702402)"
0242 067 080910,0242,067,106 S MONROE ST,08/09/2010,CARROLLTON RIDGE,SOUTHERN,9,"(39.28594411, -76.64702203)"
0242 068 010308,0242,068,108 S MONROE ST,01/03/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28591075, -76.64702005)"
0242 069 013113,0242,069,110 S MONROE ST,01/31/2013,CARROLLTON RIDGE,SOUTHERN,9,"(39.28587722, -76.64701807)"
0242 070 012115,0242,070,112 S MONROE ST,01/21/2015,CARROLLTON RIDGE,SOUTHERN,9,"(39.28584339, -76.64701612)"
0242 072 063008,0242,072,116 S MONROE ST,06/30/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28577928, -76.64701229)"
0242 075 010314,0242,075,122 S MONROE ST,01/03/2014,CARROLLTON RIDGE,SOUTHERN,9,"(39.28558545, -76.64700544)"
0242 082 052410,0242,082,1907 LEMMON ST,05/24/2010,CARROLLTON RIDGE,SOUTHERN,9,"(39.28553084, -76.64726193)"
0242 083 041708,0242,083,1909 LEMMON ST,04/17/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28552901, -76.64730418)"
0242 084 100313,0242,084,1911 LEMMON ST,10/03/2013,CARROLLTON RIDGE,SOUTHERN,9,"(39.28552712, -76.64734687)"
0242 089 101607,0242,089,1927 LEMMON ST,10/16/2007,CARROLLTON RIDGE,SOUTHERN,9,"(39.28549399, -76.64782379)"
0242 090 040710,0242,090,1929 LEMMON ST,04/07/2010,CARROLLTON RIDGE,SOUTHERN,9,"(39.28549142, -76.64786279)"
0242 091 061009,0242,091,1931 LEMMON ST,06/10/2009,CARROLLTON RIDGE,SOUTHERN,9,"(39.28548859, -76.64790553)"
0242 092 101607,0242,092,1933 LEMMON ST,10/16/2007,CARROLLTON RIDGE,SOUTHERN,9,"(39.28548751, -76.64794723)"
0242 093 010814,0242,093,1935 LEMMON ST,01/08/2014,CARROLLTON RIDGE,SOUTHERN,9,"(39.28548612, -76.64798816)"
0242 106 010808,0242,106,1920 LEMMON ST,01/08/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28574305, -76.64760558)"
0242 109 080709,0242,109,1914 LEMMON ST,08/07/2009,CARROLLTON RIDGE,SOUTHERN,9,"(39.28575002, -76.64745304)"
0242 110 020714,0242,110,1912 LEMMON ST,02/07/2014,CARROLLTON RIDGE,SOUTHERN,9,"(39.28575225, -76.64740366)"
0242 111 110405,0242,111,1910 LEMMON ST,11/04/2005,CARROLLTON RIDGE,SOUTHERN,9,"(39.28575451, -76.64735427)"
0242 112 032510,0242,112,1908 LEMMON ST,03/25/2010,CARROLLTON RIDGE,SOUTHERN,9,"(39.28575675, -76.64730489)"
0242 113 052410,0242,113,1906 LEMMON ST,05/24/2010,CARROLLTON RIDGE,SOUTHERN,9,"(39.28575899, -76.64725551)"
0243 037 040809,0243,037,1840 W PRATT ST,04/08/2009,CARROLLTON RIDGE,SOUTHERN,9,"(39.28536807, -76.64637857)"
0243 038 051810,0243,038,1838 W PRATT ST,05/18/2010,CARROLLTON RIDGE,SOUTHERN,9,"(39.28537011, -76.64633338)"
0243 039 032613,0243,039,1836 W PRATT ST,03/26/2013,CARROLLTON RIDGE,SOUTHERN,9,"(39.28537203, -76.64629033)"
0243 042 111910,0243,042,1830 W PRATT ST,11/19/2010,CARROLLTON RIDGE,SOUTHERN,9,"(39.28538012, -76.64612995)"
0243 054 031008,0243,054,124 S FULTON AVE,03/10/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28555398, -76.64534016)"
0243 056 031611,0243,056,120 S FULTON AVE,03/16/2011,CARROLLTON RIDGE,SOUTHERN,9,"(39.28563625, -76.64542558)"
0243 057 082314,0243,057,118 S FULTON AVE,08/23/2014,CARROLLTON RIDGE,SOUTHERN,9,"(39.28568268, -76.6454241)"
0243 058 101915,0243,058,116 S FULTON AVE,10/19/2015,CARROLLTON RIDGE,SOUTHERN,9,"(39.28572966, -76.64531615)"
0243 059 020708,0243,059,114 S FULTON AVE,02/07/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28577154, -76.64531831)"
0243 060 031213,0243,060,112 S FULTON AVE,03/12/2013,CARROLLTON RIDGE,SOUTHERN,9,"(39.28581256, -76.64532045)"
0243 067 011813,0243,067,105 S ADDISON ST,01/18/2013,CARROLLTON RIDGE,SOUTHERN,9,"(39.28566649, -76.64578337)"
0243 068 060812,0243,068,107 S ADDISON ST,06/08/2012,CARROLLTON RIDGE,SOUTHERN,9,"(39.28561922, -76.64577921)"
0243 083 010816,0243,083,1813 LEMMON ST,01/08/2016,CARROLLTON RIDGE,SOUTHERN,9,"(39.28575237, -76.64574773)"
0243 084 052207,0243,084,1811 LEMMON ST,05/22/2007,CARROLLTON RIDGE,SOUTHERN,9,"(39.28575409, -76.64570924)"
0243 085 070110,0243,085,1809 LEMMON ST,07/01/2010,CARROLLTON RIDGE,SOUTHERN,9,"(39.28575585, -76.6456705)"
0243 086 110805,0243,086,1807 LEMMON ST,11/08/2005,CARROLLTON RIDGE,SOUTHERN,9,"(39.28575755, -76.6456322)"
0243 087 032615,0243,087,1805 LEMMON ST,03/26/2015,CARROLLTON RIDGE,SOUTHERN,9,"(39.28575937, -76.64559222)"
0243 088 010308,0243,088,1803 LEMMON ST,01/03/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.2857612, -76.64555164)"
0244 016 091008,0244,016,107 S FULTON AVE,09/10/2008,UNION SQUARE,SOUTHERN,9,"(39.28584009, -76.64480755)"
0244 022 022210,0244,022,119 S FULTON AVE,02/22/2010,UNION SQUARE,SOUTHERN,9,"(39.28553272, -76.64480994)"
0244 025 021513,0244,025,125 S FULTON AVE,02/15/2013,UNION SQUARE,SOUTHERN,9,"(39.28541067, -76.64480852)"
0244 029 052815,0244,029,1718 W PRATT ST,05/28/2015,UNION SQUARE,SOUTHERN,9,"(39.2854565, -76.64455309)"
0244 032 021916,0244,032,1712 W PRATT ST,02/19/2016,UNION SQUARE,SOUTHERN,9,"(39.28546356, -76.64439656)"
0244 056 082913,0244,056,1705 LEMMON ST,08/29/2013,UNION SQUARE,SOUTHERN,9,"(39.28564297, -76.64412254)"
0244 058 022714,0244,058,1709 LEMMON ST,02/27/2014,UNION SQUARE,SOUTHERN,9,"(39.28563942, -76.64420146)"
0244 059 022714,0244,059,1711 LEMMON ST,02/27/2014,UNION SQUARE,SOUTHERN,9,"(39.28563756, -76.64424214)"
0244 063 102811,0244,063,1721 LEMMON ST,10/28/2011,UNION SQUARE,SOUTHERN,9,"(39.28563238, -76.64451412)"
0244 067 093011,0244,067,1724 LEMMON ST,09/30/2011,UNION SQUARE,SOUTHERN,9,"(39.2858247, -76.64463077)"
0244 068 010613,0244,068,1722 LEMMON ST,01/06/2013,UNION SQUARE,SOUTHERN,9,"(39.2858272, -76.64456977)"
0244 073 031709,0244,073,1710 LEMMON ST,03/17/2009,UNION SQUARE,SOUTHERN,9,"(39.28583965, -76.64429316)"
0244 077 080213,0244,077,1702 LEMMON ST,08/02/2013,UNION SQUARE,SOUTHERN,9,"(39.28584656, -76.64413044)"
1138 041 092613,1138,041,1434 N BROADWAY ,09/26/2013,OLIVER,EASTERN,12,"(39.30718955, -76.59518335)"
1138 044 110415,1138,044,1428 N BROADWAY ,11/04/2015,OLIVER,EASTERN,12,"(39.30707427, -76.59517607)"
0271 013 120712,0271,013,324 S SMALLWOOD ST,12/07/2012,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28355511, -76.65144672)"
0271 014 022610,0271,014,326 S SMALLWOOD ST,02/26/2010,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28352329, -76.65144481)"
0271 015 110905,0271,015,328 S SMALLWOOD ST,11/09/2005,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28348864, -76.6514428)"
0271 016 110905,0271,016,330 S SMALLWOOD ST,11/09/2005,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28345405, -76.65144076)"
0271 019 012308,0271,019,336 S SMALLWOOD ST,01/23/2008,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28335867, -76.65143515)"
0271 020 062510,0271,020,338 S SMALLWOOD ST,06/25/2010,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.2833257, -76.65143319)"
0271 021 092410,0271,021,340 S SMALLWOOD ST,09/24/2010,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28329178, -76.65143119)"
0271 022 010915,0271,022,342 S SMALLWOOD ST,01/09/2015,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28325988, -76.65142934)"
0271 023 022112,0271,023,344 S SMALLWOOD ST,02/21/2012,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28322706, -76.6514274)"
0271 024 040115,0271,024,346 S SMALLWOOD ST,04/01/2015,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.2831941, -76.65142546)"
0271 028 041912,0271,028,354 S SMALLWOOD ST,04/19/2012,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28306222, -76.6514177)"
0271 030 062813,0271,030,301 FURROW ST,06/28/2013,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28394385, -76.65175059)"
0271 037 110911,0271,037,315 FURROW ST,11/09/2011,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28371109, -76.65173689)"
0271 044 092112,0271,044,329 FURROW ST,09/21/2012,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28347902, -76.65172324)"
0271 045 102215,0271,045,331 FURROW ST,10/22/2015,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.2834455, -76.65172127)"
0271 048 062509,0271,048,337 FURROW ST,06/25/2009,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28334588, -76.65171542)"
0271 050 032206,0271,050,341 FURROW ST,03/22/2006,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28328134, -76.65171162)"
0271 051 040207,0271,051,343 FURROW ST,04/02/2007,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28324839, -76.65170968)"
0271 052 030909,0271,052,345 FURROW ST,03/09/2009,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28321619, -76.65170779)"
0271 054 113006,0271,054,349 FURROW ST,11/30/2006,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28314968, -76.65170386)"
0272 073 112913,0272,073,300 S PULASKI ST,11/29/2013,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28379717, -76.6500627)"
0272 075 121206,0272,075,2102 WILHELM ST,12/12/2006,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28370704, -76.65026413)"
0272 076 121206,0272,076,2104 WILHELM ST,12/12/2006,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28370538, -76.65030723)"
0272 080 021115,0272,080,2112 WILHELM ST,02/11/2015,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28369875, -76.65047776)"
0272 083 102615,0272,083,2118 WILHELM ST,10/26/2015,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28369387, -76.65060321)"
0272 084 091508,0272,084,2120 WILHELM ST,09/15/2008,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28369225, -76.65064545)"
0272 088 061611,0272,088,2123 WILHELM ST,06/16/2011,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28338769, -76.65069118)"
0272 092 012511,0272,092,2115 WILHELM ST,01/25/2011,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28339384, -76.6505225)"
0272 093 052609,0272,093,2113 WILHELM ST,05/26/2009,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28339535, -76.65048097)"
0272 095 081908,0272,095,2109 WILHELM ST,08/19/2008,CARROLLTON RIDGE,SOUTHWESTERN,9,"(39.28339832, -76.65039911)"
0258 029 110405,0258,029,217 S PULASKI ST,11/04/2005,CARROLLTON RIDGE,SOUTHERN,9,"(39.28436365, -76.64961961)"
0258 035 101509,0258,035,2014 MCHENRY ST,10/15/2009,CARROLLTON RIDGE,SOUTHERN,9,"(39.28433274, -76.64932914)"
0258 036 060408,0258,036,2012 MCHENRY ST,06/04/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.2843346, -76.6492792)"
0258 037 010207,0258,037,2010 MCHENRY ST,01/02/2007,CARROLLTON RIDGE,SOUTHERN,9,"(39.28433683, -76.64922962)"
0258 039 020815,0258,039,2006 MCHENRY ST,02/08/2015,CARROLLTON RIDGE,SOUTHERN,9,"(39.28434411, -76.6490268)"
0258 045 091708,0258,045,218 S PAYSON ST,09/17/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28435866, -76.64869102)"
0258 047 070710,0258,047,214 S PAYSON ST,07/07/2010,CARROLLTON RIDGE,SOUTHERN,9,"(39.28443625, -76.64869526)"
0258 057 011014,0258,057,204 HARMISON ST,01/10/2014,CARROLLTON RIDGE,SOUTHERN,9,"(39.28461693, -76.64934492)"
0258 060 053014,0258,060,210 HARMISON ST,05/30/2014,CARROLLTON RIDGE,SOUTHERN,9,"(39.28451008, -76.6493386)"
0259 016 121813,0259,016,1932 MCHENRY ST,12/18/2013,CARROLLTON RIDGE,SOUTHERN,9,"(39.28442762, -76.64782152)"
0259 019 050707,0259,019,1938 MCHENRY ST,05/07/2007,CARROLLTON RIDGE,SOUTHERN,9,"(39.2843693, -76.6479735)"
0260 002 111708,0260,002,1803 W PRATT ST,11/17/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28504591, -76.6452088)"
0260 031 043014,0260,031,209 S MONROE ST,04/30/2014,CARROLLTON RIDGE,SOUTHERN,9,"(39.28476771, -76.64650061)"
0260 032 090814,0260,032,211 S MONROE ST,09/08/2014,CARROLLTON RIDGE,SOUTHERN,9,"(39.2847348, -76.6464987)"
0260 043 011108,0260,043,1844 MCHENRY ST,01/11/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28443609, -76.64637633)"
0260 044 093008,0260,044,1842 MCHENRY ST,09/30/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28443789, -76.64633367)"
0260 045 042707,0260,045,1840 MCHENRY ST,04/27/2007,CARROLLTON RIDGE,SOUTHERN,9,"(39.2844397, -76.64629061)"
0260 047 061814,0260,047,1836 MCHENRY ST,06/18/2014,CARROLLTON RIDGE,SOUTHERN,9,"(39.28444324, -76.64620637)"
0260 048 061814,0260,048,1834 MCHENRY ST,06/18/2014,CARROLLTON RIDGE,SOUTHERN,9,"(39.28444507, -76.64616276)"
0260 049 040208,0260,049,1832 MCHENRY ST,04/02/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28444689, -76.64611923)"
0260 050 122905,0260,050,1830 MCHENRY ST,12/29/2005,CARROLLTON RIDGE,SOUTHERN,9,"(39.28444869, -76.64607732)"
0260 051 061914,0260,051,1828 MCHENRY ST,06/19/2014,CARROLLTON RIDGE,SOUTHERN,9,"(39.28445047, -76.64603447)"
0260 058 111215,0260,058,1814 MCHENRY ST,11/12/2015,CARROLLTON RIDGE,SOUTHERN,9,"(39.28445988, -76.64564704)"
0260 059 111215,0260,059,1812 MCHENRY ST,11/12/2015,CARROLLTON RIDGE,SOUTHERN,9,"(39.28446178, -76.64560218)"
0260 063 040111,0260,063,1804 MCHENRY ST,04/01/2011,CARROLLTON RIDGE,SOUTHERN,9,"(39.28446912, -76.64542706)"
0260 065 080411,0260,065,228 S FULTON AVE,08/04/2011,CARROLLTON RIDGE,SOUTHERN,9,"(39.28440493, -76.64521598)"
0260 070 110807,0260,070,218 S FULTON AVE,11/08/2007,CARROLLTON RIDGE,SOUTHERN,9,"(39.28458716, -76.6452258)"
0260 071 080111,0260,071,216 S FULTON AVE,08/01/2011,CARROLLTON RIDGE,SOUTHERN,9,"(39.28462194, -76.64522761)"
0260 076 040512,0260,076,206 S FULTON AVE,04/05/2012,CARROLLTON RIDGE,SOUTHERN,9,"(39.28488837, -76.64524137)"
0260 112 012308,0260,112,1810 DOVER ST,01/23/2008,CARROLLTON RIDGE,SOUTHERN,9,"(39.28485023, -76.6456301)"
0260 114 040506,0260,114,1806 DOVER ST,04/05/2006,CARROLLTON RIDGE,SOUTHERN,9,"(39.28485437, -76.64553838)"
0260 116 110805,0260,116,1802 DOVER ST,11/08/2005,CARROLLTON RIDGE,SOUTHERN,9,"(39.2848585, -76.64544667)"
0260 117 110805,0260,117,1800 DOVER ST,11/08/2005,CARROLLTON RIDGE,SOUTHERN,9,"(39.28486136, -76.64539917)"
0261 010 092507,0261,010,1725 W PRATT ST,09/25/2007,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28509037, -76.644527)"
0261 013 121811,0261,013,1731 W PRATT ST,12/18/2011,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28508194, -76.64471396)"
0261 014 052215,0261,014,1733 W PRATT ST,05/22/2015,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28507974, -76.64476334)"
0261 019 102005,0261,019,209 S FULTON AVE,10/20/2005,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28489067, -76.64473583)"
0261 025 121406,0261,025,221 S FULTON AVE,12/14/2006,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28465341, -76.64478816)"
0261 043 121313,0261,043,202 S BRUCE ST,12/13/2013,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28498686, -76.64444385)"
0261 047 030310,0261,047,210 S BRUCE ST,03/03/2010,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28485516, -76.64443705)"
0261 048 101107,0261,048,212 S BRUCE ST,10/11/2007,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28482223, -76.64443534)"
0261 049 070215,0261,049,214 S BRUCE ST,07/02/2015,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28478931, -76.64443365)"
0261 050 041107,0261,050,216 S BRUCE ST,04/11/2007,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28475638, -76.64443194)"
0261 051 063006,0261,051,218 S BRUCE ST,06/30/2006,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28472345, -76.64443025)"
0261 052 122308,0261,052,220 S BRUCE ST,12/23/2008,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28469053, -76.64442852)"
0262 007 060910,0262,007,1613 W PRATT ST,06/09/2010,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.2851552, -76.64296295)"
0262 015 062805,0262,015,1629 W PRATT ST,06/28/2005,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28513997, -76.64330126)"
0262 034 102811,0262,034,1630 MCHENRY ST,10/28/2011,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28453837, -76.64327291)"
0262 035 101305,0262,035,1628 MCHENRY ST,10/13/2005,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28453899, -76.64322585)"
0262 038 121305,0262,038,1622 MCHENRY ST,12/13/2005,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28454372, -76.6430974)"
0262 039 103105,0262,039,1620 MCHENRY ST,10/31/2005,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28454541, -76.64305541)"
0262 040 120805,0262,040,1618 MCHENRY ST,12/08/2005,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28454781, -76.64301237)"
0262 044 020815,0262,044,1610 MCHENRY ST,02/08/2015,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28457264, -76.6427633)"
0262 045 032309,0262,045,1608 MCHENRY ST,03/23/2009,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28457295, -76.64272152)"
0262 047 021012,0262,047,1604 MCHENRY ST,02/10/2012,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28457627, -76.64263622)"
0262 048 022508,0262,048,1602 MCHENRY ST,02/25/2008,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28457886, -76.64259519)"
0262 051 092807,0262,051,240 S GILMOR ST,09/28/2007,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.2845432, -76.64239006)"
0262 056 022612,0262,056,230 S GILMOR ST,02/26/2012,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28470775, -76.64240703)"
0262 072 050908,0262,072,209 S VINCENT ST,05/09/2008,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28507948, -76.6427803)"
0262 079 101807,0262,079,223 S VINCENT ST,10/18/2007,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28483752, -76.64269984)"
0262 081 102315,0262,081,227 S VINCENT ST,10/23/2015,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.284766, -76.64269589)"
0262 085 030608,0262,085,224 S VINCENT ST,03/06/2008,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28468678, -76.643027)"
0262 090 071309,0262,090,214 S VINCENT ST,07/13/2009,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28485438, -76.6430368)"
0262 092 061110,0262,092,210 S VINCENT ST,06/11/2010,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28492104, -76.64304064)"
0262 094 120310,0262,094,206 S VINCENT ST,12/03/2010,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28498606, -76.64304443)"
0263 002 090911,0263,002,1507 W PRATT ST,09/09/2011,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28523887, -76.64119654)"
0263 015 061710,0263,015,205 S GILMOR ST,06/17/2010,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28519033, -76.64192651)"
0263 030 012913,0263,030,235 S GILMOR ST,01/29/2013,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28456099, -76.64191225)"
0263 038 042313,0263,038,1512 MCHENRY ST,04/23/2013,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28462741, -76.64138814)"
0263 040 030107,0263,040,1508 MCHENRY ST,03/01/2007,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28462926, -76.64129219)"
0263 043 111607,0263,043,1502 MCHENRY ST,11/16/2007,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28463388, -76.64115534)"
0263 044 082307,0263,044,238 S STRICKER ST,08/23/2007,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28455965, -76.64098599)"
0263 051 013012,0263,051,224 S STRICKER ST,01/30/2012,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28486416, -76.64105131)"
0263 053 082413,0263,053,220 S STRICKER ST,08/24/2013,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28494445, -76.64105625)"
0263 054 052613,0263,054,218 S STRICKER ST,05/26/2013,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28498526, -76.64105874)"
0264 009 030207,0264,009,203 S STRICKER ST,03/02/2007,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28530779, -76.64054426)"
0264 010 050510,0264,010,205 S STRICKER ST,05/05/2010,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28526921, -76.64054198)"
0264 031 071510,0264,031,1422 MCHENRY ST,07/15/2010,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28461149, -76.64030229)"
0264 039 052405,0264,039,1404 MCHENRY ST,05/24/2005,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28466523, -76.63980397)"
0264 048 110615,0264,048,228 S CALHOUN ST,11/06/2015,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28484134, -76.63955898)"
0264 056 032012,0264,056,212 S CALHOUN ST,03/20/2012,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28518658, -76.63958907)"
0264 058 102105,0264,058,208 S CALHOUN ST,10/21/2005,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28525284, -76.63959148)"
0264 059 042910,0264,059,200 S CALHOUN ST,04/29/2010,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28533209, -76.63976304)"
0264 070 102507,0264,070,222 S NORRIS ST,10/25/2007,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28482047, -76.64019404)"
0264 075 052405,0264,075,1413 KUPER ST,05/24/2005,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28489143, -76.63995247)"
0264 076 020811,0264,076,1411 KUPER ST,02/08/2011,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28489306, -76.63991391)"
0264 080 051314,0264,080,1403 KUPER ST,05/13/2014,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28489972, -76.63975827)"
0264 087 031907,0264,087,1410 KUPER ST,03/19/2007,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28513089, -76.63992827)"
0264 088 021108,0264,088,1412 KUPER ST,02/11/2008,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28512909, -76.63996662)"
0265 008 020513,0265,008,1315 W PRATT ST,02/05/2013,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.2853363, -76.63845977)"
0265 009 020513,0265,009,1317 W PRATT ST,02/05/2013,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28533419, -76.63850395)"
0265 012 102709,0265,012,1323 W PRATT ST,10/27/2009,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28535278, -76.63871939)"
0265 015 051913,0265,015,1329 W PRATT ST,05/19/2013,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28534717, -76.63884531)"
0265 016 120710,0265,016,1331 W PRATT ST,12/07/2010,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28534536, -76.6388877)"
0265 017 092713,0265,017,1333 W PRATT ST,09/27/2013,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28534354, -76.63893183)"
0265 019 051308,0265,019,1337 W PRATT ST,05/13/2008,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28533902, -76.63901631)"
0265 029 012411,0265,029,219 S CALHOUN ST,01/24/2011,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28510641, -76.63913177)"
